"_raw",CharCount
"கணைகொடிது யாழ்கோடு செவ்விதுஆங் கன்ன
வினைபடு பாலால் கொளல் ⁠279",28
"மனத்தது மாசாக மாண்டார் நீராடி
மறைந்தொழுகு மாந்தர் பலர் ⁠278",28
"புறங்குன்றி கண்டனைய ரேனும் அகங்குன்றி
மூக்கிற் கரியார் உடைத்து ⁠277",32
"நெஞ்சில் துறவார் துறந்தார்போல் வஞ்சித்து
வாழ்வாரின் வன்கணார் இல் ⁠276",32
"பற்றற்றேம் என்பார் படிற்றொழுக்கம் எற்றெற்றென்று
ஏதம் பலவுந் தரும் ⁠275",35
"தவமறைந்து அல்லவை செய்தல் புதல்மறைந்து
வேட்டுவன் புள்சிமிழ்த் தற்று ⁠274",35
"வலியில் நிலைமையான் வல்லுருவம் பெற்றம்
புலியின்தோல் போர்த்துமேய்ந் தற்று ⁠273",35
"வானுயர் தோற்றம் எவன்செய்யும் தன்னெஞ்சம்
தான்அறி குற்றப் படின் ⁠272",32
"வஞ்ச மனத்தான் படிற்றொழுக்கம் பூதங்கள்
ஐந்தும் அகத்தே நகும் ⁠271",32
"இலர்பல ராகிய காரணம் நோற்பார்
சிலர்பலர் நோலா தவர் ⁠270",27
"கூற்றம் குதித்தலும் கைகூடும் நோற்றலின்
ஆற்றல் தலைப்பட் டவர்க்கு ⁠269",33
"தன்னுயிர் தான்அறப் பெற்றானை ஏனைய
மன்னுயி ரெல்லாந் தொழும் ⁠268",28
"சுடச்சுடரும் பொன்போல் ஒளிவிடும் துன்பஞ்
சுடச்சுட நோற்கிற் பவர்க்கு ⁠267",34
"தவஞ்செய்வார் தங்கருமஞ் செய்வார்மற் றல்லார்
அவஞ்செய்வார் ஆசையுட் பட்டு ⁠266",37
"வேண்டிய வேண்டியாங் கெய்தலால் செய்தவம்
ஈண்டு முயலப் படும் ⁠265",29
"ஒன்னார்த் தெறலும் உவந்தாரை ஆக்கலும்
எண்ணின் தவத்தான் வரும் ⁠264",31
"துறந்தார்க்குத் துப்புரவு வேண்டி மறந்தார்கொல்
மற்றை யவர்கள் தவம் ⁠263",34
"தவமும் தவமுடையார்க்கு ஆகும் அதனை
அஃதிலார் மேற்கொள் வது ⁠262",29
"உற்றநோய் நோன்றல் உயிர்க்குறுகண் செய்யாமை
அற்றே தவத்திற் குரு ⁠261",31
"கொல்லான் புலாலை மறுத்தானைக் கைகூப்பி
எல்லா உயிருந் தொழும் ⁠260",27
"அவிசொரிந் தாயிரம் வேட்டலின் ஒன்றன்
உயிர்செகுத் துண்ணாமை நன்று ⁠259",31
"செயிரின் தலைப்பிரிந்த காட்சியார் உண்ணார்
உயிரின் தலைப்பிரிந்த ஊன் ⁠258",33
"உண்ணாமை வேண்டும் புலாஅல் பிறிதொன்றன்
புண்ணது உணர்வார்ப் பெறின் ⁠257",31
"தினற்பொருட்டால் கொல்லாது உலகெனின் யாரும்
விலைப்பொருட்டால் ஊன்றருவா ரில் ⁠256",35
"உண்ணாமை உள்ளது உயிர்நிலை ஊனுண்ண
அண்ணாத்தல் செய்யாது அளறு ⁠255",30
"அருளல்லது யாதெனில் கொல்லாமை கோறல்
பொருளல்லது அவ்வூன் தினல் ⁠254",30
"படைகொண்டார் நெஞ்சம்போல் நன்றூக்காது ஒன்றன்
உடல்சுவை உண்டார் மனம் ⁠253",34
"பொருளாட்சி போற்றாதார்க்கு இல்லை அருளாட்சி
ஆங்கில்லை ஊன்தின் பவர்க்கு ⁠252",34
"தன்னூன் பெருக்கற்குத் தான்பிறிது ஊனுண்பான்
எங்ஙனம் ஆளும் அருள் ⁠251",32
"வலியார்முன் தன்னை நினைக்கதான் தன்னின்
மெலியார்மேல் செல்லு மிடத்து ⁠250",32
"தெருளாதான் மெய்ப்பொருள் கண்டற்றால் தேரின்
அருளாதான் செய்யும் அறம் ⁠249",32
"பொருளற்றார் பூப்பர் ஒருகால் அருளற்றார்
அற்றார்மற் றாதல் அரிது ⁠248",32
"அருளில்லார்க்கு அவ்வுலகம் இல்லை பொருளில்லார்க்கு
இவ்வுலகம் இல்லாகி யாங்கு ⁠247",38
"பொருள்நீங்கிப் பொச்சாந்தார் என்பர் அருள்நீங்கி
அல்லவை செய்தொழுகு வார் ⁠246",34
"அல்லல் அருளாள்வார்க்கு இல்லை வளிவழங்கும்
மல்லன்மா ஞாலங் கரி ⁠245",32
"மன்னுயிர் ஓம்பி அருளாள்வார்க்கு இல்லென்ப
தன்னுயிர் அஞ்சும் வினை ⁠244",32
"அருள்சேர்ந்த நெஞ்சினார்க் கில்லை இருள்சேர்ந்த
இன்னா உலகம் புகல் ⁠243",33
"நல்லாற்றால் நாடி அருளாள்க பல்லாற்றால்
தேரினும் அஃதே துணை ⁠242",28
"அருட்செல்வம் செல்வத்துள் செல்வம் பொருட்செல்வம்
பூரியார் கண்ணும் உள ⁠241",34
"வசையொழிய வாழ்வாரே வாழ்வார் இசையொழிய
வாழ்வாரே வாழா தவர் ⁠240",27
"வசையிலா வண்பயன் குன்றும் இசையிலா
யாக்கை பொறுத்த நிலம் ⁠239",27
"வசையென்ப வையத்தார்க் கெல்லாம் இசையென்னும்
எச்சம் பெறாஅ விடின் ⁠238",31
"புகழ்பட வாழாதார் தந்நோவார் தம்மை
இகழ்வாரை நோவது எவன் ⁠237",28
"தோன்றின் புகழொடு தோன்றுக அஃதிலார்
தோன்றலின் தோன்றாமை நன்று ⁠236",29
"நத்தம்போல் கேடும் உளதாகும் சாக்காடும்
வித்தகர்க் கல்லால் அரிது ⁠235",32
"நிலவரை நீள்புகழ் ஆற்றின் புலவரைப்
போற்றாது புத்தேள் உலகு ⁠234",29
"ஒன்றா உலகத்து உயர்ந்த புகழல்லால்
பொன்றாது நிற்பதொன் றில் ⁠233",30
"உரைப்பார் உரைப்பவை எல்லாம் இரப்பார்க்கொன்று
ஈவார்மேல் நிற்கும் புகழ் ⁠232",35
"ஈதல் இசைபட வாழ்தல் அதுவல்லது
ஊதியம் இல்லை உயிர்க்கு ⁠231",29
"சாதலின் இன்னாத தில்லை இனிததூஉம்
ஈதல் இயையாக் கடை ⁠230",26
"இரத்தலின் இன்னாது மன்ற நிரப்பிய
தாமே தமியர் உணல் ⁠229",27
"ஈத்துவக்கும் இன்பம் அறியார்கொல் தாமுடைமை
வைத்திழக்கும் வன்க ணவர் ⁠228",34
"பாத்தூண் மரீஇ யவனைப் பசியென்னும்
தீப்பிணி தீண்டல் அரிது ⁠227",28
"அற்றார் அழிபசி தீர்த்தல் அஃதொருவன்
பெற்றான் பொருள்வைப் புழி ⁠226",30
"ஆற்றுவார் ஆற்றல் பசிஆற்றல் அப்பசியை
மாற்றுவார் ஆற்றலின் பின் ⁠225",32
"இன்னாது இரக்கப் படுதல் இரந்தவர்
இன்முகங் காணும் அளவு ⁠224",30
"இலனென்னும் எவ்வம் உரையாமை ஈதல்
குலனுடையான் கண்ணே யுள ⁠223",28
"நல்லாறு எனினும் கொளல்தீது மேலுலகம்
இல்லெனினும் ஈதலே நன்று ⁠222",30
"வறியார்க்கொன்று ஈவதே ஈகைமற் றெல்லாம்
குறியெதிர்ப்பை நீர துடைத்து ⁠221",32
"ஒப்புரவி னால்வரும் கேடெனின் அஃதொருவன்
விற்றுக்கோள் தக்க துடைத்து ⁠220",33
"நயனுடையான் நல்கூர்ந்தா னாதல் செயும்நீர
செய்யாது அமைகலா வாறு ⁠219",30
"இடனில் பருவத்தும் ஒப்புரவிற்கு ஒல்கார்
கடனறி காட்சி யவர் ⁠218",31
"மருந்தாகித் தப்பா மரத்தற்றால் செல்வம்
பெருந்தகை யான்கண் படின் ⁠217",32
"பயன்மரம் உள்ளூர்ப் பழுத்தற்றால் செல்வம்
நயனுடை யான்கண் படின் ⁠216",33
"ஊருணி நீர்நிறைந் தற்றே உலகவாம்
பேரறி வாளன் திரு ⁠215",24
"ஒத்த தறிவான் உயிர்வாழ்வான் மற்றையான்
செத்தாருள் வைக்கப் படும் ⁠214",31
"புத்தே ளுலகத்தும் ஈண்டும் பெறலரிதே
ஒப்புரவின் நல்ல பிற ⁠213",29
"தாளாற்றித் தந்த பொருளெல்லாம் தக்கார்க்கு
வேளாண்மை செய்தற் பொருட்டு ⁠212",32
"கைம்மாறு வேண்டா கடப்பாடு மாரிமாட்டு
என்ஆற்றுங் கொல்லோ உலகு ⁠211",29
"அருங்கேடன் என்பது அறிக மருங்கோடித்
தீவினை செய்யான் எனின் ⁠210",29
"தன்னைத்தான் காதல னாயின் எனைத்தொன்றும்
துன்னற்க தீவினைப் பால் ⁠209",30
"தீயவை செய்தார் கெடுதல் நிழல்தன்னை
வீயாது அடிஉறைந் தற்று ⁠208",28
"எனைப்பகை யுற்றாரும் உய்வர் வினைப்பகை
வீயாது பின்சென்று அடும் ⁠207",30
"தீப்பால தான்பிறர்கண் செய்யற்க நோய்ப்பால
தன்னை அடல்வேண்டா தான் ⁠206",32
"இலன்என்று தீயவை செய்யற்க செய்யின்
இலனாகும் மற்றும் பெயர்த்து ⁠205",32
"மறந்தும் பிறன்கேடு சூழற்க சூழின்
அறஞ்சூழும் சூழ்ந்தவன் கேடு ⁠204",31
"அறிவினுள் எல்லாந் தலையென்ப தீய
செறுவார்க்கும் செய்யா விடல் ⁠203",29
"தீயவை தீய பயத்தலால் தீயவை
தீயினும் அஞ்சப் படும் ⁠202",25
"தீவினையார் அஞ்சார் விழுமியார் அஞ்சுவர்
தீவினை என்னும் செருக்கு ⁠201",30
"சொல்லுக சொல்லிற் பயனுடைய சொல்லற்க
சொல்லிற் பயனிலாச் சொல் ⁠200",29
"பொருள்தீர்ந்த பொச்சாந்துஞ் சொல்லார் மருள்தீர்ந்த
மாசறு காட்சி யவர் ⁠199",33
"அரும்பயன் ஆயும் அறிவினார் சொல்லார்
பெரும்பயன் இல்லாத சொல் ⁠198",30
"நயனில சொல்லினுஞ் சொல்லுக சான்றோர்
பயனில சொல்லாமை நன்று ⁠197",28
"பயனில்சொல் பாராட்டு வானை மகன்எனல்
மக்கட் பதடி யெனல் ⁠196",28
"சீர்மை சிறப்பொடு நீங்கும் பயனில
நீர்மை யுடையார் சொலின் ⁠195",26
"நயன்சாரா நன்மையின் நீக்கும் பயன்சாராப்
பண்பில்சொல் பல்லா ரகத்து ⁠194",33
"நயனிலன் என்பது சொல்லும் பயனில
பாரித் துரைக்கும் உரை ⁠193",27
"பயனில பல்லார்முன் சொல்லல் நயனில
நட்டார்கண் செய்தலிற் றீது ⁠192",31
"பல்லார் முனியப் பயனில சொல்லுவான்
எல்லாரும் எள்ளப் படும் ⁠191",29
"ஏதிலார் குற்றம்போல் தங்குற்றங் காண்கிற்பின்
தீதுண்டோ மன்னும் உயிர்க்கு ⁠190",35
"அறன்நோக்கி ஆற்றுங்கொல் வையம் புறன்நோக்கிப்
புன்சொல் உரைப்பான் பொறை ⁠189",33
"துன்னியார் குற்றமும் தூற்றும் மரபினார்
என்னைகொல் ஏதிலார் மாட்டு ⁠188",31
"பகச்சொல்லிக் கேளிர்ப் பிரிப்பர் நகச்சொல்லி
நட்பாடல் தேற்றா தவர் ⁠187",33
"பிறன்பழி கூறுவான் தன்பழி யுள்ளும்
திறன்தெரிந்து கூறப் படும் ⁠186",30
"அறஞ்சொல்லும் நெஞ்சத்தான் அன்மை புறஞ்சொல்லும்
புன்மையாற் காணப் படும் ⁠185",34
"கண்ணின்று கண்ணறச் சொல்லினும் சொல்லற்க
முன்னின்று பின்நோக்காச் சொல் ⁠184",33
"புறங்கூறிப் பொய்த்துயிர் வாழ்தலின் சாதல்
அறங்கூறும் ஆக்கந் தரும் ⁠183",33
"அறனழீஇ அல்லவை செய்தலின் தீதே
புறனழீஇப் பொய்த்து நகை ⁠182",28
"அறங்கூறான் அல்ல செயினும் ஒருவன்
புறங்கூறான் என்றல் இனிது ⁠181",30
"இறலீனும் எண்ணாது வெஃகின் விறல்ஈனும்
வேண்டாமை என்னுஞ் செருக்கு ⁠180",31
"அறனறிந்து வெஃகா அறிவுடையார்ச் சேரும்
திறன்அறிந் தாங்கே திரு ⁠179",30
"அஃகாமை செல்வத்திற்கு யாதெனின் வெஃகாமை
வேண்டும் பிறன்கைப் பொருள் ⁠178",31
"வேண்டற்க வெஃகியாம் ஆக்கம் விளைவயின்
மாண்டற் கரிதாம் பயன் ⁠177",30
"அருள்வெஃகி ஆற்றின்கண் நின்றான் பொருள்வெஃகிப்
பொல்லாத சூழக் கெடும் ⁠176",33
"அஃகி அகன்ற அறிவென்னாம் யார்மாட்டும்
வெஃகி வெறிய செயின் ⁠175",28
"இலமென்று வெஃகுதல் செய்யார் புலம்வென்ற
புன்மையில் காட்சி யவர் ⁠174",31
"சிற்றின்பம் வெஃகி அறனல்ல செய்யாரே
மற்றின்பம் வேண்டு பவர் ⁠173",30
"படுபயன் வெஃகிப் பழிப்படுவ செய்யார்
நடுவன்மை நாணு பவர் ⁠172",29
"நடுவின்றி நன்பொருள் வெஃகின் குடிபொன்றிக்
குற்றமும் ஆங்கே தரும் ⁠171",31
"அழுக்கற்று அகன்றாரும் இல்லை அஃதுஇல்லார்
பெருக்கத்தில் தீர்ந்தாரும் இல் ⁠170",37
"அவ்விய நெஞ்சத்தான் ஆக்கமும் செவ்வியான்
கேடும் நினைக்கப் படும் ⁠169",31
"அழுக்காறு எனஒரு பாவி திருச்செற்றுத்
தீயுழி உய்த்து விடும் ⁠168",28
"அவ்வித்து அழுக்காறு உடையானைச் செய்யவள்
தவ்வையைக் காட்டி விடும் ⁠167",31
"கொடுப்பது அழுக்கறுப்பான் சுற்றம் உடுப்பதூஉம்
உண்பதூஉம் இன்றிக் கெடும் ⁠166",37
"அழுக்காறு உடையார்க்கு அதுசாலும் ஒன்னார்
வழுக்கியும் கேடீன் பது ⁠165",31
"அழுக்காற்றின் அல்லவை செய்யார் இழுக்காற்றின்
ஏதம் படுபாக்கு அறிந்து ⁠164",34
"அறன்ஆக்கம் வேண்டாதான் என்பான் பிறனாக்கம்
பேணாது அழுக்கறுப் பான் ⁠163",33
"விழுப்பேற்றின் அஃதொப்பது இல்லையார் மாட்டும்
அழுக்காற்றின் அன்மை பெறின் ⁠162",35
"ஒழுக்காறாக் கொள்க ஒருவன்தன் நெஞ்சத்து
அழுக்காறு இலாத இயல்பு ⁠161",32
"உண்ணாது நோற்பார் பெரியர் பிறர்சொல்லும்
இன்னாச்சொல் நோற்பாரின் பின் ⁠160",32
"துறந்தாரின் தூய்மை உடையர் இறந்தார்வாய்
இன்னாச்சொல் நோற்கிற் பவர் ⁠159",33
"மிகுதியான் மிக்கவை செய்தாரைத் தாந்தம்
தகுதியான் வென்று விடல் ⁠158",29
"திறனல்ல தற்பிறர் செய்யினும் நோநொந்து
அறனல்ல செய்யாமை நன்று ⁠157",31
"ஒறுத்தார்க்கு ஒருநாளை இன்பம் பொறுத்தார்க்குப்
பொன்றுந் துணையும் புகழ் ⁠156",34
"ஒறுத்தாரை ஒன்றாக வையாரே வைப்பர்
பொறுத்தாரைப் பொன்போற் பொதிந்து ⁠155",30
"நிறையுடைமை நீங்காமை வேண்டின் பொறையுடைமை
போற்றி யொழுகப் படும் ⁠154",28
"இன்மையுள் இன்மை விருந்தொரால் வன்மையுள்
வன்மை மடவார்ப் பொறை ⁠153",29
"பொறுத்தல் இறப்பினை என்றும் அதனை
மறத்தல் அதனினும் நன்று ⁠152",30
"அகழ்வாரைத் தாங்கும் நிலம்போலத் தம்மை
இகழ்வார்ப் பொறுத்தல் தலை ⁠151",32
"அறன்வரையான் அல்ல செயினும் பிறன்வரையாள்
பெண்மை நயவாமை நன்று ⁠150",31
"நலக்குரியார் யாரெனின் நாமநீர் வைப்பின்
பிறர்க்குரியாள் தோள்தோயா தார் ⁠149",33
"பிறன்மனை நோக்காத பேராண்மை சான்றோர்க்கு
அறனொன்றோ ஆன்ற வொழுக்கு ⁠148",31
"அறனியலான் இல்வாழ்வான் என்பான் பிறனியலாள்
பெண்மை நயவா தவன் ⁠147",31
"பகைபாவம் அச்சம் பழியென நான்கும்
இகவாவாம் இல்லிறப்பான் கண் ⁠146",31
"எளிதென இல்லிறப்பான் எய்துமெஞ் ஞான்றும்
விளியாது நிற்கும் பழி ⁠145",30
"எனைத்துணையர் ஆயினும் என்னாம் தினைத்துணையும்
தேரான் பிறனில் புகல் ⁠144",32
"விளிந்தாரின் வேறல்லர் மன்ற தெளிந்தாரில்
தீமை புரிந்துஒழுகு வார் ⁠143",31
"அறன்கடை நின்றாருள் எல்லாம் பிறன்கடை
நின்றாரின் பேதையார் இல் ⁠142",30
"பிறன்பொருளாள் பெட்டொழுகும் பேதைமை ஞாலத்து
அறம்பொருள் கண்டார்கண் இல் ⁠141",34
"உலகத்தோடு ஒட்ட ஒழுகல் பலகற்றும்
கல்லார் அறிவிலா தார் ⁠140",29
"ஒழுக்க முடையவர்க்கு ஒல்லாவே தீய
வழுக்கியும் வாயாற் சொலல் ⁠139",29
"நன்றிக்கு வித்தாகும் நல்லொழுக்கம் தீயொழுக்கம்
என்றும் இடும்பை தரும் ⁠138",34
"ஒழுக்கத்தின் எய்துவர் மேன்மை இழுக்கத்தின்
எய்துவர் எய்தாப் பழி ⁠137",33
"ஒழுக்கத்தின் ஒல்கார் உரவோர் இழுக்கத்தின்
ஏதம் படுபாக் கறிந்து ⁠136",33
"அழுக்கா றுடையான்கண் ஆக்கம்போன்று இல்லை
ஒழுக்க மிலான்கண் உயர்வு ⁠135",33
"மறப்பினும் ஓத்துக் கொளலாகும் பார்ப்பான்
பிறப்பொழுக்கங் குன்றக் கெடும் ⁠134",35
"ஒழுக்கம் உடைமை குடிமை இழுக்கம்
இழிந்த பிறப்பாய் விடும் ⁠133",28
"பரிந்தோம்பிக் காக்க ஒழுக்கம் தெரிந்தோம்பித்
தேரினும் அஃதே துணை ⁠132",31
"ஒழுக்கம் விழுப்பந் தரலான் ஒழுக்கம்
உயிரினும் ஓம்பப் படும் ⁠131",31
"கதங்காத்துக் கற்றடங்கல் ஆற்றுவான் செவ்வி
அறம்பார்க்கும் ஆற்றின் நுழைந்து ⁠130",38
"தீயினாற் சுட்டபுண் உள்ளாறும் ஆறாதே
நாவினாற் சுட்ட வடு ⁠129",26
"ஒன்றானுந் தீச்சொல் பொருட்பயன் உண்டாயின்
நன்றாகா தாகி விடும் ⁠128",29
"யாகாவா ராயினும் நாகாக்க காவாக்கால்
சோகாப்பர் சொல்லிழுக்குப் பட்டு ⁠127",31
"ஒருமையுள் ஆமைபோல் ஐந்தடக்கல் ஆற்றின்
எழுமையும் ஏமாப் புடைத்து ⁠126",32
"எல்லார்க்கும் நன்றாம் பணிதல் அவருள்ளும்
செல்வர்க்கே செல்வம் தகைத்து ⁠125",35
"நிலையின் திரியாது அடங்கியான் தோற்றம்
மலையினும் மாணப் பெரிது ⁠124",29
"செறிவறிந்து சீர்மை பயக்கும் அறிவறிந்து
ஆற்றின் அடங்கப் பெறின் ⁠123",32
"காக்க பொருளா அடக்கத்தை ஆக்கம்
அதனினூஉங் கில்லை உயிர்க்கு ⁠122",30
"அடக்கம் அமரருள் உய்க்கும் அடங்காமை
ஆரிருள் உய்த்து விடும் ⁠121",31
"வாணிகம் செய்வார்க்கு வாணிகம் பேணிப்
பிறவும் தமபோல் செயின் ⁠120",28
"சொற்கோட்டம் இல்லது செப்பம் ஒருதலையா
உட்கோட்டம் இன்மை பெறின் ⁠119",31
"சமன்செய்து சீர்தூக்குங் கோல்போல் அமைந்தொருபால்
கோடாமை சான்றோர்க் கணி ⁠118",33
"கெடுவாக வையாது உலகம் நடுவாக
நன்றிக்கண் தங்கியான் தாழ்வு ⁠117",29
"கெடுவல்யான் என்பது அறிகதன் நெஞ்சம்
நடுவொரீஇ அல்ல செயின் ⁠116",30
"கேடும் பெருக்கமும் இல்லல்ல நெஞ்சத்துக்
கோடாமை சான்றோர்க் கணி ⁠115",30
"தக்கார் தகவிலர் என்பது அவரவர்
எச்சத்தாற் காணப்ப படும் ⁠114",31
"நன்றே தரினும் நடுவிகந்தாம் ஆக்கத்தை
அன்றே யொழிய விடல் ⁠113",28
"செப்பம் உடையவன் ஆக்கஞ் சிதைவின்றி
எச்சத்திற் கேமாப்பு உடைத்து ⁠112",32
"தகுதி எனவொன்று நன்றே பகுதியால்
பாற்பட்டு ஒழுகப் பெறின் ⁠111",28
"எந்நன்றி கொன்றார்க்கும் உய்வுண்டாம் உய்வில்லை
செய்ந்நன்றி கொன்ற மகற்கு ⁠110",36
"கொன்றன்ன இன்னா செயினும் அவர்செய்த
ஒன்றுநன்று உள்ளக் கெடும் ⁠109",31
"நன்றி மறப்பது நன்றன்று நன்றல்லது
அன்றே மறப்பது நன்று ⁠108",30
"எழுமை எழுபிறப்பும் உள்ளுவர் தங்கண்
விழுமந் துடைத்தவர் நட்பு ⁠107",32
"மறவற்க மாசற்றார் கேண்மை துறவற்க
துன்பத்துள் துப்பாயார் நட்பு ⁠106",32
"உதவி வரைத்தன்று உதவி உதவி
செயப்பட்டார் சால்பின் வரைத்து ⁠105",30
"தினைத்துணை நன்றி செயினும் பனைத்துணையாக்
கொள்வர் பயன்தெரி வார் ⁠104",30
"பயன்தூக்கார் செய்த உதவி நயன்தூக்கின்
நன்மை கடலின் பெரிது ⁠103",30
"காலத்தி னாற்செய்த நன்றி சிறிதெனினும்
ஞாலத்தின் மாணப் பெரிது ⁠102",29
"செய்யாமல் செய்த உதவிக்கு வையகமும்
வானகமும் ஆற்றல் அரிது ⁠101",30
"இனிய உளவாக இன்னாத கூறல்
கனிஇருப்பக் காய்கவர்ந் தற்று ⁠100",30
"இன்சொல் இனிதீன்றல் காண்பான் எவன்கொலோ
வன்சொல் வழங்கு வது ⁠99",29
"சிறுமையுள் நீங்கிய இன்சொல் மறுமையும்
இம்மையும் இன்பம் தரும் ⁠98",30
"நயன்ஈன்று நன்றி பயக்கும் பயன்ஈன்று
பண்பின் தலைப்பிரியாச் சொல் ⁠97",33
"அல்லவை தேய அறம்பெருகும் நல்லவை
நாடி இனிய சொலின் ⁠96",25
"பணிவுடையன் இன்சொலன் ஆதல் ஒருவற்கு
அணியல்ல மற்றுப் பிற ⁠95",30
"துன்புறூஉம் துவ்வாமை இல்லாகும் யார்மாட்டும்
இன்புறூஉம் இன்சொ லவர்க்கு ⁠94",35
"முகத்தான் அமர்ந்துஇனிது நோக்கி அகத்தானாம்
இன்சொ லினதே அறம் ⁠93",31
"அகன்அமர்ந்து ஈதலின் நன்றே முகனமர்ந்து
இன்சொலன் ஆகப் பெறின் ⁠92",33
"இன்சொலால் ஈரம் அளைஇப் படிறுஇலவாம்
செம்பொருள் கண்டார்வாய்ச் சொல் ⁠91",33
"மோப்பக் குழையும் அனிச்சம் முகந்திரிந்து
நோக்கக் குழையும் விருந்து ⁠90",32
"உடைமையுள் இன்மை விருந்தோம்பல் ஓம்பா
மடமை மடவார்கண் உண்டு ⁠89",30
"பரிந்தோம்பிப் பற்றற்றேம் என்பர் விருந்தோம்பி
வேள்வி தலைப்படா தார் ⁠88",33
"இனைத்துணைத் தென்பதொன் றில்லை விருந்தின்
துணைத்துணை வேள்விப் பயன் ⁠87",31
"செல்விருந்து ஓம்பி வருவிருந்து பார்த்திருப்பான்
நல்வருந்து வானத் தவர்க்கு ⁠86",37
"வித்தும் இடல்வேண்டும் கொல்லோ விருந்தோம்பி
மிச்சில் மிசைவான் புலம் ⁠85",31
"அகனமர்ந்து செய்யாள் உறையும் முகனமர்ந்து
நல்விருந்து ஓம்புவான் இல் ⁠84",35
"வருவிருந்து வைகலும் ஓம்புவான் வாழ்க்கை
பருவந்து பாழ்படுதல் இன்று ⁠83",33
"விருந்து புறத்ததாத் தானுண்டல் சாவா
மருந்தெனினும் வேண்டாற்பாற் றன்று ⁠82",33
"இருந்தோம்பி இல்வாழ்வ தெல்லாம் விருந்தோம்பி
வேளாண்மை செய்தற் பொருட்டு ⁠81",33
"அன்பின் வழியது உயிர்நிலை அஃதிலார்க்கு
என்புதோல் போர்த்த உடம்பு ⁠80",33
"புறத்துறுப் பெல்லாம் எவன்செய்யும் யாக்கை
அகத்துறுப்பு அன்பி லவர்க்கு ⁠79",35
"அன்பகத் தில்லா உயிர்வாழ்க்கை வன்பாற்கண்
வற்றல் மரந்தளிர்த் தற்று ⁠78",35
"என்பி லதனை வெயில்போலக் காயுமே
அன்பி லதனை அறம் ⁠77",24
"அறத்திற்கே அன்புசார் பென்ப அறியார்
மறத்திற்கும் அஃதே துணை ⁠76",30
"அன்புற்று அமர்ந்த வழக்கென்ப வையகத்து
இன்புற்றார் எய்தும் சிறப்பு ⁠75",35
"அன்புஈனும் ஆர்வம் உடைமை அதுஈனும்
நண்பென்னும் நாடாச் சிறப்பு ⁠74",31
"அன்போடு இயைந்த வழக்கென்ப ஆருயிர்க்கு
என்போடு இயைந்த தொடர்பு ⁠73",32
"அன்பிலார் எல்லாம் தமக்குரியர் அன்புடையார்
என்பும் உரியர் பிறர்க்கு ⁠71",35
"அன்பிற்கும் உண்டோ அடைக்குந்தாழ் ஆர்வலர்
புன்கணீர் பூசல் தரும் ⁠71",32
"மகன்தந்தைக்கு ஆற்றும் உதவி இவன்தந்தை
என்நோற்றான் கொல்எனும் சொல் ⁠70",34
"ஈன்ற பொழுதின் பெரிதுவக்கும் தன்மகனைச்
சான்றோன் எனக்கேட்ட தாய் ⁠69",32
"தம்மின்தம் மக்கள் அறிவுடைமை மாநிலத்து
மன்னுயிர்க் கெல்லாம் இனிது ⁠68",33
"தந்தை மகற்காற்று நன்றி அவையத்து
முந்தி இருப்பச் செயல் ⁠67",28
"குழல்இனிது யாழ்இனிது என்பதம் மக்கள்
மழலைச்சொல் கேளா தவர் ⁠66",31
"மக்கள்மெய் தீண்டல் உடற்கின்பம் மற்றுஅவர்
சொற்கேட்டல் இன்பம் செவிக்கு ⁠65",37
"அமிழ்தினும் ஆற்ற இனிதேதம் மக்கள்
சிறுகை அளாவிய கூழ் ⁠64",27
"தம்பொருள் என்பதம் மக்கள் அவர்பொருள்
தம்தம் வினையான் வரும் ⁠63",31
"எழுபிறப்பும் தீயவை தீண்டா பழிபிறங்காப்
பண்புடை மக்கட் பெறின் ⁠62",31
"பெறுமவற்றுள் யாமறிவது இல்லை அறிவறிந்த
மக்கட்பேறு அல்ல பிற ⁠61",32
"மங்கலம் என்ப மனைமாட்சி மற்றுஅதன்
நன்கலம் நன்மக்கட் பேறு ⁠60",32
"புகழ்புரிந்த இல்லிலோர்க்கு இல்லை இகழ்வார்முன்
ஏறுபோல் பீடு நடை ⁠59",32
"பெற்றாற் பெறின்பெறுவர் பெண்டிர் பெருஞ்சிறப்புப்
புத்தேளிர் வாழும் உலகு ⁠58",34
"சிறைகாக்கும் காப்பெவன் செய்யும் மகளிர்
நிறைகாக்கும் காப்பே தலை ⁠57",30
"தற்காத்துத் தற்கொண்டாற் பேணித் தகைசான்ற
சொற்காத்துச் சோர்விலாள் பெண் ⁠56",33
"தெய்வம் தொழாஅள் கொழுநன் தொழுதெழுவாள்
பெய்யெனப் பெய்யும் மழை ⁠55",29
"பெண்ணின் பெருந்தக்க யாவுள கற்பென்னும்
திண்மைஉண் டாகப் பெறின் ⁠54",30
"இல்லதென் இல்லவள் மாண்பானால் உள்ளதென்
இல்லவள் மாணாக் கடை ⁠53",30
"மனைமாட்சி இல்லாள்கண் இல்லாயின் வாழ்க்கை
எனைமாட்சித் தாயினும் இல் ⁠52",32
"மனைக்தக்க மாண்புடையள் ஆகித்தற் கொண்டான்
வளத்தக்காள் வாழ்க்கைத் துணை ⁠51",35
"வையத்துள் வாழ்வாங்கு வாழ்பவன் வான்உறையும்
தெய்வத்துள் வைக்கப் படும் ⁠50",34
